title,clubName,location,date,lateRegTime,buyIn,guarantee,startingStack,blindDuration,clubLogo,durationDays,isFeatured,hasOverlayWarning,createdAt,updatedAt,id,_createTime,_updateTime,clockUrl,customBgColor,isHot,promotionLevel,pinnedDays,hasLivestream,promoInfo
R - THURSDAY DUKE,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-28T03:30:00.000Z,2026-05-28T09:00:00.000Z,1.2M,100E,50K,30'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.970Z,2026-05-28T04:50:47.723Z,i3g9mlali,2026-05-24T16:59:58.980259Z,2026-05-28T04:50:47.799626Z,https://www.facebook.com/100054149401091/videos/2131952360996013,,,,,,
CENTER - P LEGACY SUPER BOOST (D1),Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-30T04:00:00.000Z,2026-05-30T11:35:00.000Z,3.4M,2B,40K,35'-30',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:00.447Z,2026-05-24T16:59:00.447Z,i5crjlwtl,2026-05-24T16:59:00.456342Z,2026-05-24T16:59:00.456342Z,,,,,,,
Trò chơi EVENING SUPER STACK,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-31T11:00:00.000Z,2026-05-31T14:30:00.000Z,2.8M,80M,50K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:21.339Z,2026-05-24T17:00:21.339Z,icjms408x,2026-05-24T17:00:21.349901Z,2026-05-24T17:00:21.349901Z,,,,,,,
#10 WIN THE BUTTON HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T13:00:00.000Z,2026-05-20T14:34:00.000Z,3M + 400K,-,15K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.028Z,2026-05-17T18:06:32.028Z,id4640hcb,2026-05-17T18:06:32.048684Z,2026-05-17T18:06:32.048684Z,,,,,,,
Trò chơi DEEPSTACK TURBO 2,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-25T13:00:00.000Z,2026-05-25T14:15:00.000Z,1.5M,30M,30K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:17.258Z,2026-05-24T17:00:17.258Z,id53tfihc,2026-05-24T17:00:17.267616Z,2026-05-24T17:00:17.267616Z,,,,,,,
#13 SUPERSTAR CHALLENGE DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T05:30:00.000Z,2026-05-22T05:30:00.000Z,-,-,-,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.088Z,2026-05-23T04:37:44.964Z,ij4ozn81i,2026-05-17T18:06:33.100564Z,2026-05-23T04:37:44.995542Z,,blue,True,none,,,
SATELLITE TO RPT MAIN EVENT - 1 IN 10,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T13:00:00.000Z,2026-06-08T14:34:00.000Z,"3,100,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:36.216Z,2026-05-15T08:25:36.216Z,ij91dfsgj,2026-05-15T08:25:36.226377Z,2026-05-15T08:25:36.226377Z,,,,,,,
CENTER - P DAILY,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-27T08:00:00.000Z,2026-05-27T12:00:00.000Z,840K,100e,20K,22'-18',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:58.414Z,2026-05-24T16:58:58.414Z,ilpi1m28b,2026-05-24T16:58:58.428968Z,2026-05-24T16:58:58.428968Z,,,,,,,
#64 SUPER HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-28T14:30:00.000Z,2026-05-28T15:50:00.000Z,3M + 400K,-,12K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.907Z,2026-05-17T18:06:37.907Z,io0jxr2yq,2026-05-17T18:06:37.916016Z,2026-05-17T18:06:37.916016Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T12:00:00.000Z,2026-06-06T16:05:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.774Z,2026-05-15T08:25:33.774Z,ioclr0di5,2026-05-15T08:25:33.784295Z,2026-05-15T08:25:33.784295Z,,,,,,,
Daily Megastack,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-31T03:00:00.000Z,2026-05-31T08:05:00.000Z,1.5M,100E,50K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.693Z,2026-05-24T16:59:41.693Z,ishml0e1l,2026-05-24T16:59:41.701652Z,2026-05-24T16:59:41.701652Z,,,,,,,
HEAVEN ZEUS,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-30T03:30:00.000Z,2026-05-30T08:30:00.000Z,840k,120 (Entries),50K,30'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.572Z,2026-05-24T16:59:19.572Z,iwda6oa47,2026-05-24T16:59:19.580358Z,2026-05-24T16:59:19.580358Z,,,,,,,
#74 HR SUNDAY SPECIAL MEGA BOOST DAY 1,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-31T08:00:00.000Z,2026-05-31T13:00:00.000Z,70M + 7M,-,200K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:39.307Z,2026-05-17T18:06:39.307Z,iy5wgkz5e,2026-05-17T18:06:39.321024Z,2026-05-17T18:06:39.321024Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-03T14:00:00.000Z,2026-06-03T15:34:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.099Z,2026-05-15T08:25:30.099Z,j5lu75hwm,2026-05-15T08:25:30.108214Z,2026-05-15T08:25:30.108214Z,,,,,,,
SATELLITE FOR BLUE BADGER,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-29T03:30:00.000Z,2026-05-29T05:00:00.000Z,360K,4 TICKETS,8K,12',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:59.619Z,2026-05-29T04:35:54.402Z,j63panhty,2026-05-24T16:58:59.628809Z,2026-05-29T04:35:54.434365Z,https://www.facebook.com/61554659877095/videos/1924486664895257,,,,,,
Deepstack Turbo,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-30T08:00:00.000Z,2026-05-30T12:45:00.000Z,960K,100E,30K,25'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.398Z,2026-05-24T16:59:41.398Z,j8a6coai5,2026-05-24T16:59:41.407091Z,2026-05-24T16:59:41.407091Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T14:00:00.000Z,2026-06-12T14:00:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.670Z,2026-05-15T08:26:07.670Z,j9qpofx9n,2026-05-15T08:26:07.683144Z,2026-05-15T08:26:07.683144Z,,,,,,,
R - HAPPY NIGHT 2M3 (25% ITM),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-31T16:30:00.000Z,2026-05-31T17:40:00.000Z,2.3M,6E,40K,15'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:01.785Z,2026-05-24T17:00:01.785Z,jas2kvqz8,2026-05-24T17:00:01.793823Z,2026-05-24T17:00:01.793823Z,,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-30T08:30:00.000Z,2026-05-30T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.665Z,2026-05-24T16:59:19.665Z,jbvzt337t,2026-05-24T16:59:19.674181Z,2026-05-24T16:59:19.674181Z,,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T13:00:00.000Z,2026-06-06T14:34:00.000Z,"3,100,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.860Z,2026-05-15T08:25:33.860Z,jce8vomuv,2026-05-15T08:25:33.876378Z,2026-05-15T08:25:33.876378Z,,,,,,,
RPT MINI MAIN EVENT - DAY 1E TURBO - 15% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T09:30:00.000Z,2026-06-07T15:35:00.000Z,"13,200,000",10B,"30,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:34.791Z,2026-05-15T08:25:34.791Z,jjotz1eys,2026-05-15T08:25:34.799544Z,2026-05-15T08:25:34.799544Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T12:00:00.000Z,2026-06-08T16:05:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:36.131Z,2026-05-15T08:25:36.131Z,jlvh06cyg,2026-05-15T08:25:36.142930Z,2026-05-15T08:25:36.142930Z,,,,,,,
RPT MINI MAIN EVENT - DAY 1C TURBO - 15% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T09:30:00.000Z,2026-06-06T15:35:00.000Z,"13,200,000",10B,"30,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.509Z,2026-05-15T08:25:33.509Z,jtp5gxa72,2026-05-15T08:25:33.530433Z,2026-05-15T08:25:33.530433Z,,,,,,,
Evening Storm 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-30T14:30:00.000Z,2026-05-30T16:40:00.000Z,1.5M,10E,50K,30'/10',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.580Z,2026-05-24T16:59:41.580Z,jttjjxjef,2026-05-24T16:59:41.589063Z,2026-05-24T16:59:41.589063Z,,,,,,,
R - SATELLITE FOR BILLIONAIRE MAKER,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-28T03:00:00.000Z,2026-05-28T04:35:00.000Z,650K,2 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.876Z,2026-05-24T16:59:58.876Z,jvwwktnkb,2026-05-24T16:59:58.886308Z,2026-05-24T16:59:58.886308Z,,,,,,,
CENTER - P BLUE BADGER,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-29T04:00:00.000Z,2026-05-29T10:30:00.000Z,2.3M,100e,30K,30'-27',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:59.706Z,2026-05-29T04:36:10.079Z,jzosnelxp,2026-05-24T16:58:59.715714Z,2026-05-29T04:36:10.120601Z,https://www.facebook.com/xam.ph.wa.wira.sakdi.xrun/videos/865210612653340,,,,,,
Trò chơi HYPER AM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-30T03:00:00.000Z,2026-05-30T05:45:00.000Z,600K,50M,16K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:20.321Z,2026-05-24T17:00:20.321Z,k15mvm1x9,2026-05-24T17:00:20.333914Z,2026-05-24T17:00:20.333914Z,,,,,,,
#52 HIGH ROLLER MEGASTACK DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-28T05:30:00.000Z,2026-05-28T05:30:00.000Z,-,-,-,45',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.440Z,2026-05-17T18:06:37.440Z,k1qgxzyr4,2026-05-17T18:06:37.448762Z,2026-05-17T18:06:37.448762Z,,,,,,,
RPT SUPER STAR CHALLENGE - DAY 1,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T05:30:00.000Z,2026-06-08T14:00:00.000Z,"120,000,000",3B,"300,000",40,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.885Z,2026-05-15T08:25:35.885Z,k3lixeosm,2026-05-15T08:25:35.894130Z,2026-05-15T08:25:35.894130Z,,,,,,,
R - HAPPY NIGHT 2M3 (25% ITM),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-25T16:30:00.000Z,2026-05-25T17:40:00.000Z,2.3M,6E,40K,15'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:57.257Z,2026-05-24T16:59:57.257Z,k3ptldxrq,2026-05-24T16:59:57.271761Z,2026-05-24T16:59:57.271761Z,,,,,,,
#37 10/10/10,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-24T14:30:00.000Z,2026-05-24T15:50:00.000Z,3M + 400K,-,10K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.052Z,2026-05-17T18:06:35.052Z,k4u2s4nja,2026-05-17T18:06:35.063364Z,2026-05-17T18:06:35.063364Z,,,,,,,
#19 MINI MAIN EVENT DAY 1A,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T03:00:00.000Z,2026-05-22T09:00:00.000Z,17.9M + 2.1M,13B,35K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.919Z,2026-05-17T18:06:32.919Z,kay281x6f,2026-05-17T18:06:32.931784Z,2026-05-17T18:06:32.931784Z,,,,,,,
HEAVEN THUNDERBOLT VELOCITY,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-28T12:00:00.000Z,2026-05-28T15:20:00.000Z,360k,100 (Entries),15K,18'-15',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.107Z,2026-05-24T16:59:19.107Z,kj5mrvfzo,2026-05-24T16:59:19.117898Z,2026-05-24T16:59:19.117898Z,,,,,,,
RPT CHAMPIONSHIP - DAY 1B (BONUS 100M FOR CHIP LEADER),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-14T03:30:00.000Z,2026-06-14T03:30:00.000Z,"38,500,000",15B,"50,000",35,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.093Z,2026-05-15T08:26:09.093Z,klxqcbbdk,2026-05-15T08:26:09.114329Z,2026-05-15T08:26:09.114329Z,,,,,,,
#38 CHAMPIONSHIP EVENT DAY 1E TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-26T14:30:00.000Z,2026-05-26T18:40:00.000Z,22.35M + 2.65M,-,40K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.486Z,2026-05-17T18:06:36.486Z,knqg420jw,2026-05-17T18:06:36.496904Z,2026-05-17T18:06:36.496904Z,,,,,,,
#43 DEEPSTACK TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T13:00:00.000Z,2026-05-25T13:10:00.000Z,4M + 500K,-,25K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.684Z,2026-05-17T18:06:35.684Z,ksdmhazcr,2026-05-17T18:06:35.693670Z,2026-05-17T18:06:35.693670Z,,,,,,,
R - SATELLITE FOR BILLIONAIRE MAKER,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-26T03:00:00.000Z,2026-05-26T04:35:00.000Z,900K,2 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:57.351Z,2026-05-24T16:59:57.351Z,ksvr2k9f5,2026-05-24T16:59:57.359654Z,2026-05-24T16:59:57.359654Z,,,,,,,
Trò chơi MONSTER STACK (8-max) LIVE,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-25T04:00:00.000Z,2026-05-25T09:50:00.000Z,6.6M,300M,40K,30'-28',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:16.889Z,2026-05-25T04:08:02.118Z,l3f6yfycl,2026-05-24T17:00:16.901829Z,2026-05-25T04:08:02.146376Z,https://www.facebook.com/ho.chi.minh.522329/videos/3935686343404071,,,,,,
R - MINI DEEPSTACK 2M3 (25% ITM) (8-MAX),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-31T10:30:00.000Z,2026-05-31T14:35:00.000Z,2.3M,30E,50K,25'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:01.599Z,2026-05-24T17:00:01.599Z,l5skou696,2026-05-24T17:00:01.607671Z,2026-05-24T17:00:01.607671Z,,,,,,,
SATE. SATURDAY KING HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T03:30:00.000Z,2026-06-06T05:04:00.000Z,"6,100,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.047Z,2026-05-15T08:25:33.047Z,l5wld8nvl,2026-05-15T08:25:33.067739Z,2026-05-15T08:25:33.067739Z,,,,,,,
Daily Megastack,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-29T03:00:00.000Z,2026-05-29T08:05:00.000Z,1.5M,100E,50K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:40.661Z,2026-05-29T04:32:04.540Z,l64sdocyd,2026-05-24T16:59:40.670017Z,2026-05-29T04:32:04.582200Z,https://www.facebook.com/quads.hanoipokerclub/videos/4211078092536985,,,,,,
SATELLITE TO RPT MICRO MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T03:00:00.000Z,2026-06-11T03:00:00.000Z,"800,000",3 SEATS,"8,000",12,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.832Z,2026-05-15T08:26:05.832Z,l6esshclu,2026-05-15T08:26:05.845555Z,2026-05-15T08:26:05.845555Z,,,,,,,
#58 MAIN EVENT DAY 1D,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-29T10:00:00.000Z,2026-05-29T17:50:00.000Z,26.85M + 3.15M,30B,40K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.219Z,2026-05-17T18:06:38.219Z,l6xu4y6jf,2026-05-17T18:06:38.232269Z,2026-05-17T18:06:38.232269Z,,,,,,,
R - HAPPY MORNING,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-27T03:30:00.000Z,2026-05-27T08:30:00.000Z,840K,100E,50K,30'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.198Z,2026-05-27T04:36:20.581Z,la2trluj4,2026-05-24T16:59:58.208296Z,2026-05-27T04:36:20.611266Z,https://www.facebook.com/100054149401091/videos/867598486370872,,,,,,
#51 MEGASTACK,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-27T03:00:00.000Z,2026-05-27T09:00:00.000Z,13.5M + 1.5M,1.5B,50K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.644Z,2026-05-27T04:33:10.646Z,laot4u2is,2026-05-17T18:06:36.653331Z,2026-05-27T04:33:10.674733Z,https://www.facebook.com/GrandLoyal/videos/1651133182780830,,,,,,
Trò chơi KICK - OFF FINAL DAY LIVE,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-27T03:30:00.000Z,2026-05-27T03:30:00.000Z,Qualified,1B,-,25',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:18.242Z,2026-05-24T17:00:18.242Z,lbuib0oul,2026-05-24T17:00:18.252097Z,2026-05-24T17:00:18.252097Z,,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T10:00:00.000Z,2026-06-07T14:05:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:34.867Z,2026-05-15T08:25:34.867Z,lcrayyrqf,2026-05-15T08:25:34.888457Z,2026-05-15T08:25:34.888457Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T14:30:00.000Z,2026-06-10T14:30:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.546Z,2026-05-15T08:26:05.546Z,leokgd9au,2026-05-15T08:26:05.560497Z,2026-05-15T08:26:05.560497Z,,,,,,,
R - HAPPY NIGHT 2M3 (25% ITM),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-30T16:30:00.000Z,2026-05-30T17:40:00.000Z,2.3M,6E,40K,15'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:01.050Z,2026-05-24T17:00:01.050Z,lfesiv0jn,2026-05-24T17:00:01.060984Z,2026-05-24T17:00:01.060984Z,,,,,,,
#58 MAIN EVENT DAY 1B,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-28T10:00:00.000Z,2026-05-28T17:50:00.000Z,26.85M + 3.15M,30B,40K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.595Z,2026-05-17T18:06:37.595Z,lif3l759k,2026-05-17T18:06:37.605661Z,2026-05-17T18:06:37.605661Z,,,,,,,
#26 HIGH ROLLER MEGASTACK DAY 1,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-23T04:30:00.000Z,2026-05-23T13:00:00.000Z,70M + 7M,1B,250K,45',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.757Z,2026-05-23T04:38:28.325Z,lm8qs4853,2026-05-17T18:06:33.769704Z,2026-05-23T04:38:28.364291Z,https://www.facebook.com/61550020584729/videos/26902875709341673,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T16:30:00.000Z,2026-06-07T17:40:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.298Z,2026-05-15T08:25:35.298Z,lpfebbec1,2026-05-15T08:25:35.317283Z,2026-05-15T08:25:35.317283Z,,,,,,,
RPT TIGER CUP - DAY 1B TURBO - 12.5% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T09:30:00.000Z,2026-06-08T15:35:00.000Z,"22,000,000",5B,"40,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.971Z,2026-05-15T08:25:35.971Z,lwyvf6o5g,2026-05-15T08:25:35.981313Z,2026-05-15T08:25:35.981313Z,,,,,,,
